lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01001827,Cardiff 024C,W06000015,Cardiff,10,9,10,10,10,8,9,3,10,South East Wales
W01000249,Flintshire 014A,W06000005,Flintshire,10,10,10,9,10,10,10,8,8,North Wales
W01000344,Wrexham 007B,W06000006,Wrexham,10,10,9,8,10,8,9,7,8,North Wales
W01000570,Pembrokeshire 005C,W06000009,Pembrokeshire,1,1,1,1,1,2,7,9,3,Mid and South West Wales
W01000864,Swansea 019C,W06000011,Swansea,1,1,1,1,1,3,3,5,2,Mid and South West Wales
W01000991,Bridgend 001A,W06000013,Bridgend,1,1,1,1,1,2,6,7,1,South East Wales
W01000464,Powys 011D,W06000023,Powys,7,8,10,10,8,1,3,7,10,Mid and South West Wales
W01000484,Powys 011E,W06000023,Powys,7,8,9,10,8,1,2,7,7,Mid and South West Wales
W01000506,Ceredigion 005A,W06000008,Ceredigion,7,5,6,7,8,9,3,6,4,Mid and South West Wales
W01000475,Powys 001E,W06000023,Powys,6,8,9,10,8,1,2,7,10,Mid and South West Wales
W01001275,Rhondda Cynon Taf 013C,W06000016,Rhondda Cynon Taf,2,2,2,2,1,5,1,3,4,South East Wales
W01000725,Carmarthenshire 011D,W06000010,Carmarthenshire,5,5,4,4,6,6,7,3,9,Mid and South West Wales
W01001616,Newport 005C,W06000022,Newport,8,8,7,7,7,7,6,2,6,South East Wales
W01001623,Newport 001A,W06000022,Newport,8,8,8,8,10,10,6,1,4,South East Wales
W01000744,Swansea 016B,W06000011,Swansea,2,2,3,3,2,3,2,3,1,Mid and South West Wales
W01001251,Rhondda Cynon Taf 024C,W06000016,Rhondda Cynon Taf,1,1,1,1,2,3,5,9,6,South East Wales
W01000626,Carmarthenshire 013B,W06000010,Carmarthenshire,3,2,2,3,5,9,7,3,1,Mid and South West Wales
W01001046,Bridgend 018C,W06000013,Bridgend,3,3,2,3,7,7,2,9,3,South East Wales
W01001071,The Vale of Glamorgan 009D,W06000014,Vale of Glamorgan,3,4,4,4,4,7,4,1,2,South East Wales
W01001694,Cardiff 036A,W06000015,Cardiff,1,2,4,1,2,5,1,1,1,South East Wales
W01001697,Cardiff 036D,W06000015,Cardiff,2,2,3,3,3,5,1,1,2,South East Wales
W01001835,Cardiff 033F,W06000015,Cardiff,1,1,1,1,3,4,6,1,1,South East Wales
W01000631,Carmarthenshire 024D,W06000010,Carmarthenshire,1,1,1,1,1,2,6,5,2,Mid and South West Wales
W01001205,Rhondda Cynon Taf 006B,W06000016,Rhondda Cynon Taf,3,4,2,3,6,3,4,4,4,South East Wales
W01000885,Neath Port Talbot 017B,W06000012,Neath Port Talbot,1,2,1,1,1,3,6,1,1,Mid and South West Wales
W01001679,Newport 007D,W06000022,Newport,8,8,8,8,8,10,5,1,2,South East Wales
W01000477,Powys 012D,W06000023,Powys,6,8,9,9,8,1,3,7,9,Mid and South West Wales
W01000886,Neath Port Talbot 017C,W06000012,Neath Port Talbot,1,1,1,1,1,4,2,2,2,Mid and South West Wales
W01000958,Neath Port Talbot 016B,W06000012,Neath Port Talbot,1,1,1,1,1,4,5,6,4,Mid and South West Wales
W01000967,Neath Port Talbot 019C,W06000012,Neath Port Talbot,1,2,1,1,1,9,5,2,3,Mid and South West Wales
W01000612,Pembrokeshire 003C,W06000009,Pembrokeshire,7,7,5,8,9,2,6,10,7,Mid and South West Wales
W01001693,Newport 013E,W06000022,Newport,1,2,2,1,2,4,1,1,1,South East Wales
W01001274,Rhondda Cynon Taf 013B,W06000016,Rhondda Cynon Taf,1,1,1,1,1,2,2,4,1,South East Wales
W01001206,Rhondda Cynon Taf 006C,W06000016,Rhondda Cynon Taf,3,3,3,1,5,7,4,9,4,South East Wales
W01000830,Swansea 011A,W06000011,Swansea,1,1,1,1,1,2,7,8,1,Mid and South West Wales
W01001031,Bridgend 018A,W06000013,Bridgend,10,10,9,9,10,4,10,10,10,South East Wales
W01001770,Cardiff 018B,W06000015,Cardiff,8,8,9,7,10,8,8,4,1,South East Wales
W01001548,Monmouthshire 001B,W06000021,Monmouthshire,7,9,9,9,10,1,2,6,10,South East Wales
W01001640,Newport 004B,W06000022,Newport,9,10,10,10,9,2,10,4,8,South East Wales
W01001891,Cardiff 020C,W06000015,Cardiff,7,6,6,7,8,8,7,2,6,South East Wales
W01001089,The Vale of Glamorgan 006D,W06000014,Vale of Glamorgan,10,10,10,10,9,8,10,1,9,South East Wales
W01001419,Caerphilly 021D,W06000018,Caerphilly,7,7,7,8,10,1,7,5,2,South East Wales
W01001130,The Vale of Glamorgan 005F,W06000014,Vale of Glamorgan,10,10,10,10,10,10,7,3,8,South East Wales
W01000914,Neath Port Talbot 010C,W06000012,Neath Port Talbot,2,2,2,2,1,2,6,5,7,Mid and South West Wales
W01001394,Caerphilly 023B,W06000018,Caerphilly,10,10,10,10,9,9,7,5,9,South East Wales
W01000418,Wrexham 020E,W06000006,Wrexham,8,8,8,9,8,1,7,6,9,North Wales
W01001293,Merthyr Tydfil 004B,W06000024,Merthyr Tydfil,3,4,3,3,5,5,4,3,2,South East Wales
W01001645,Newport 015D,W06000022,Newport,4,4,6,5,3,7,2,1,3,South East Wales
W01001353,Caerphilly 007B,W06000018,Caerphilly,3,3,2,3,3,7,7,6,2,South East Wales
W01001641,Newport 004C,W06000022,Newport,9,10,9,9,10,4,10,3,7,South East Wales
W01001402,Caerphilly 011B,W06000018,Caerphilly,3,3,2,2,5,3,5,5,3,South East Wales
W01000443,Powys 015B,W06000023,Powys,8,9,10,10,9,1,6,6,9,Mid and South West Wales
W01000449,Powys 011C,W06000023,Powys,8,8,7,8,6,6,5,7,5,Mid and South West Wales
W01001549,Monmouthshire 007A,W06000021,Monmouthshire,8,10,10,10,10,1,5,6,10,South East Wales
W01000551,Ceredigion 010E,W06000008,Ceredigion,6,6,6,8,6,1,7,10,9,Mid and South West Wales
W01000553,Pembrokeshire 011A,W06000009,Pembrokeshire,6,7,8,7,6,1,8,4,10,Mid and South West Wales
W01001344,Caerphilly 020C,W06000018,Caerphilly,6,5,5,4,6,10,6,4,4,South East Wales
W01000603,Pembrokeshire 013D,W06000009,Pembrokeshire,4,5,4,5,5,6,5,3,3,Mid and South West Wales
W01000924,Neath Port Talbot 011C,W06000012,Neath Port Talbot,2,2,2,3,2,4,5,2,7,Mid and South West Wales
W01001460,Blaenau Gwent 007E,W06000019,Blaenau Gwent,3,4,3,5,6,3,2,6,1,South East Wales
W01001347,Caerphilly 005C,W06000018,Caerphilly,6,5,5,5,6,8,5,4,2,South East Wales
W01001821,Cardiff 024A,W06000015,Cardiff,9,9,10,7,10,8,8,2,10,South East Wales
W01001513,Torfaen 005D,W06000020,Torfaen,10,10,8,9,9,8,10,4,7,South East Wales
W01001730,Cardiff 008A,W06000015,Cardiff,10,10,10,10,10,10,10,2,9,South East Wales
W01001769,Cardiff 018A,W06000015,Cardiff,10,10,10,10,10,10,9,3,10,South East Wales
W01001475,Blaenau Gwent 003D,W06000019,Blaenau Gwent,5,6,5,5,7,6,2,2,1,South East Wales
W01001774,Cardiff 018D,W06000015,Cardiff,10,10,10,10,10,10,7,3,9,South East Wales
W01001892,Cardiff 020D,W06000015,Cardiff,10,10,10,10,10,8,8,2,9,South East Wales
W01000370,Wrexham 020G,W06000006,Wrexham,10,9,10,9,9,9,7,9,4,North Wales
W01000197,Denbighshire 012C,W06000004,Denbighshire,9,8,8,7,8,5,8,8,9,North Wales
W01001603,Newport 012C,W06000022,Newport,5,5,4,6,9,7,4,2,1,South East Wales
W01001516,Torfaen 006C,W06000020,Torfaen,3,3,3,2,4,2,8,6,6,South East Wales
W01001924,Carmarthenshire 026H,W06000010,Carmarthenshire,1,1,1,2,1,3,3,2,1,Mid and South West Wales
W01001649,Newport 004D,W06000022,Newport,5,7,6,7,6,1,8,1,2,South East Wales
W01001658,Newport 020D,W06000022,Newport,8,8,8,7,9,8,10,1,5,South East Wales
W01000541,Ceredigion 008E,W06000008,Ceredigion,5,7,7,8,9,1,1,7,10,Mid and South West Wales
W01000867,Swansea 019F,W06000011,Swansea,1,1,1,1,1,3,3,8,3,Mid and South West Wales
W01001410,Caerphilly 016D,W06000018,Caerphilly,3,4,3,3,4,5,8,3,3,South East Wales
W01001431,Caerphilly 015C,W06000018,Caerphilly,6,6,5,5,6,4,6,8,5,South East Wales
W01001696,Cardiff 036C,W06000015,Cardiff,1,1,1,1,1,4,1,1,1,South East Wales
W01001462,Blaenau Gwent 006A,W06000019,Blaenau Gwent,5,5,3,4,7,4,5,9,3,South East Wales
W01001568,Monmouthshire 005C,W06000021,Monmouthshire,7,9,10,10,10,1,4,5,10,South East Wales
W01000204,Denbighshire 013B,W06000004,Denbighshire,9,10,10,10,10,2,4,9,10,North Wales
W01001864,Cardiff 022B,W06000015,Cardiff,8,8,8,7,8,9,5,3,5,South East Wales
W01000367,Wrexham 014B,W06000006,Wrexham,9,9,9,7,9,8,9,8,4,North Wales
W01001935,Ceredigion 003E,W06000008,Ceredigion,8,8,9,8,9,6,2,3,5,Mid and South West Wales
W01000366,Wrexham 014A,W06000006,Wrexham,6,5,6,4,4,8,3,9,6,North Wales
W01001922,Cardiff 032E,W06000015,Cardiff,5,10,10,9,2,3,1,1,5,South East Wales
W01001110,The Vale of Glamorgan 011D,W06000014,Vale of Glamorgan,9,10,10,10,10,3,6,7,7,South East Wales
W01001587,Monmouthshire 008C,W06000021,Monmouthshire,6,6,5,6,8,8,3,2,2,South East Wales
W01001695,Cardiff 036B,W06000015,Cardiff,2,3,6,3,1,2,1,1,2,South East Wales
W01001594,Monmouthshire 007E,W06000021,Monmouthshire,7,8,9,9,10,1,2,8,9,South East Wales
W01001823,Cardiff 029B,W06000015,Cardiff,9,10,10,10,10,10,5,1,7,South East Wales
W01000446,Powys 015D,W06000023,Powys,9,7,8,8,9,8,5,10,7,Mid and South West Wales
W01001605,Newport 014A,W06000022,Newport,3,3,3,3,7,7,1,2,3,South East Wales
W01001590,Monmouthshire 009D,W06000021,Monmouthshire,9,10,10,10,10,1,10,4,6,South East Wales
W01000417,Wrexham 020D,W06000006,Wrexham,10,10,10,9,10,4,8,7,10,North Wales
W01001595,Monmouthshire 007F,W06000021,Monmouthshire,8,10,10,10,10,1,4,8,10,South East Wales
W01001585,Monmouthshire 007C,W06000021,Monmouthshire,10,10,10,10,10,9,10,6,10,South East Wales
W01001938,Swansea 025E,W06000011,Swansea,6,9,7,9,4,3,9,4,1,Mid and South West Wales
W01001004,Bridgend 009A,W06000013,Bridgend,3,3,3,2,6,9,5,1,4,South East Wales
W01000873,Swansea 026C,W06000011,Swansea,7,9,9,7,10,4,1,7,5,Mid and South West Wales
W01001602,Newport 012B,W06000022,Newport,10,9,9,9,10,9,8,4,9,South East Wales
W01000921,Neath Port Talbot 011B,W06000012,Neath Port Talbot,1,1,1,1,1,4,8,5,4,Mid and South West Wales
W01001887,Cardiff 020A,W06000015,Cardiff,10,10,10,10,10,10,8,3,7,South East Wales
W01001045,Bridgend 019D,W06000013,Bridgend,3,4,2,4,6,9,3,1,2,South East Wales
W01001941,Cardiff 032G,W06000015,Cardiff,6,10,10,10,9,2,1,1,1,South East Wales
